"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.226608890E1,2.320021868E0,3.079233170E-1,-1.966840982E0
5.227609286E1,2.399525166E0,2.669048309E-1,-2.352930069E0
5.228609697E1,2.189158678E0,1.769933701E-1,-2.003392220E0
5.229610087E1,1.928682804E0,1.931180954E-1,-1.742982626E0
5.230610430E1,1.540309548E0,3.339538574E-1,-1.975576520E0
5.231610766E1,1.260867953E0,4.644088745E-1,-2.435086012E0
5.232611146E1,9.225603342E-1,5.345163345E-1,-3.218861580E0
5.233611530E1,5.655390024E-1,6.561250687E-1,-3.801371574E0
5.234611856E1,3.968588710E-1,6.477527618E-1,-4.110437393E0
5.235612173E1,4.579842687E-1,7.622747421E-1,-3.787669420E0
5.236612540E1,6.844385862E-1,1.000923157E0,-3.159821033E0
5.237612896E1,1.143733501E0,8.043203354E-1,-2.223074436E0
5.238613223E1,1.930171490E0,-1.415729523E-2,-1.215886474E0
5.239613539E1,3.049518585E0,-1.034108162E0,-3.755841255E-1
5.240613886E1,3.950272322E0,-1.804587364E0,-5.011142492E-1
5.241614229E1,4.289177895E0,-1.629272461E0,-1.626765490E0
5.242614486E1,3.912552118E0,-1.332034111E0,-2.478288174E0
5.243614729E1,3.494307041E0,-1.257001877E0,-2.779784679E0
5.244614999E1,3.044469595E0,-1.301895142E0,-2.672609806E0
5.245615252E1,2.708078623E0,-1.266440392E0,-2.096759081E0
5.246615466E1,2.455347538E0,-1.267241478E0,-1.671584725E0
5.247615679E1,2.377942085E0,-1.473928452E0,-1.700667262E0
5.248615922E1,2.728621960E0,-1.604087830E0,-2.093237162E0
5.249616156E1,4.168181419E0,-1.993825912E0,-2.664372683E0
5.250616316E1,5.931017399E0,-3.045710564E0,-2.477239370E0
5.251616452E1,7.773659229E0,-3.584654808E0,-1.702603936E0
5.252616652E1,8.514604568E0,-3.025754929E0,-7.929767370E-1
5.253616846E1,7.738229275E0,-2.880455971E0,-7.186599970E-1
5.254616996E1,6.227259636E0,-3.306313515E0,-2.606215954E0
5.255617142E1,3.819700956E0,-3.696663857E0,-7.017271042E0
5.256617302E1,2.468845844E0,-3.354774475E0,-1.014915657E1
5.257617449E1,2.170594215E0,-2.633849144E0,-7.999579430E0
5.258617552E1,1.909320593E0,-3.710800171E0,-6.805294037E0
5.259617659E1,6.795809865E-1,-6.029977798E0,-5.786300659E0
5.260617819E1,-1.023936510E0,-8.877004623E0,-3.557969332E0
5.261617985E1,-4.358744621E0,-1.213554955E1,-3.123845756E-1
5.262618115E1,-6.510972977E0,-1.409605885E1,2.164167881E0
5.263618239E1,-8.102698326E0,-1.485526752E1,4.829027653E0
5.264618379E1,-9.667594910E0,-1.512422657E1,6.751793385E0
5.265618519E1,-1.179963398E1,-1.468767738E1,8.844537735E0
5.266618609E1,-1.210610008E1,-1.482296371E1,9.040436745E0
5.267618685E1,-1.462266731E1,-1.004942799E1,2.497184992E0
5.268618798E1,-1.445195580E1,-7.385736465E0,-2.638368368E0
5.269618898E1,-1.383108997E1,-5.095351219E0,-4.935099602E0
5.270618948E1,-1.134593773E1,-2.548285484E0,-4.449654579E0
5.271618982E1,-9.761250496E0,-1.120532036E0,-1.631697655E0
5.272619045E1,-8.844532013E0,-3.701210022E-3,1.323106766E0
5.273619105E1,-8.568215370E0,9.087014198E-1,3.426949501E0
5.274619098E1,-7.051216125E0,1.771043777E0,5.014019012E0
5.275619088E1,-4.969964027E0,2.410886765E0,5.775899410E0
5.276619128E1,-4.154413223E0,2.997893333E0,5.682238102E0
5.277619158E1,-3.488571167E0,3.516129494E0,5.517624378E0
5.278619158E1,-2.200461149E0,4.104282856E0,4.569468021E0
5.279619158E1,-6.479573250E-1,4.650566101E0,3.299327850E0
5.280619218E1,2.163701057E-1,4.766819000E0,2.695599318E0
5.281619295E1,1.873970032E-3,4.020277500E0,2.333991289E0
5.282619298E1,-1.710440636E0,3.235531330E0,2.155506372E0
5.283619298E1,-4.189409256E0,2.577409744E0,2.068397284E0
5.284619348E1,-6.897622585E0,2.041888714E0,2.252161741E0
5.285619375E1,-8.767492294E0,1.890059471E0,2.534360647E0
5.286619365E1,-9.929066658E0,2.132203579E0,2.676180840E0
5.287619358E1,-1.062046623E1,2.597716808E0,2.733746290E0
5.288619391E1,-1.113942909E1,3.064374447E0,2.749226809E0
5.289619468E1,-1.159396553E1,3.608617306E0,2.795390606E0
5.290619505E1,-1.189571190E1,3.870567083E0,2.543814182E0
5.291619535E1,-1.195153046E1,4.009642601E0,2.312050104E0
5.292619625E1,-1.133452225E1,4.009046555E0,2.104997158E0
5.293619708E1,-9.921265602E0,4.047450066E0,1.694578052E0
5.294619761E1,-7.925411224E0,3.604364872E0,8.684347868E-1
5.295619808E1,-5.631427288E0,2.816306114E0,6.839549541E-2
5.296619878E1,-3.770773649E0,6.081333160E-1,-2.840148211E0
5.297619961E1,-1.704091787E0,-3.090848923E0,-7.587089539E0
5.298620011E1,7.220245838E0,-7.428452492E0,-2.736301994E1
5.299620081E1,1.566656780E1,-1.021836090E1,-1.151233864E1
5.300620208E1,1.947819901E1,-1.451076984E1,-1.905945778E0
5.301622434E1,1.650643921E1,-1.583655262E1,-4.098241329E0
5.302624628E1,7.984096527E0,-1.283040428E1,-5.147680759E0
5.303626798E1,1.744509220E0,-7.479044914E0,-5.278184414E0
5.304628988E1,-1.275230885E0,-1.788223267E0,-4.428188324E0
5.305631174E1,-3.226407051E0,1.010486126E0,-2.798686981E0
5.306633281E1,-6.158533573E0,-7.456226349E-1,6.239992380E-1
5.307635371E1,-7.322218895E0,-3.475695610E0,1.867611647E0
5.308637484E1,-8.147705078E0,-8.055695534E0,1.794547796E0
5.309639571E1,-9.366544724E0,-1.528317261E1,1.539630890E-1
5.310641607E1,-1.022090340E1,-2.086219788E1,-1.605740547E1
5.311643627E1,-1.028388786E1,-2.086108208E1,-1.619035339E1
5.312645677E1,-5.951421738E0,-1.203939152E1,-5.074567795E0
5.313647711E1,-1.036794472E1,3.559970856E-1,9.484771729E0
5.314649674E1,-1.044461441E1,4.509651184E0,1.371776962E1
5.315651631E1,-1.082827187E1,8.070152283E0,1.436996078E1
5.316653630E1,-1.022561264E1,7.872530937E0,1.224141788E1
5.317655627E1,-9.337709427E0,5.898273468E0,1.062002182E1
5.318657567E1,-9.643389702E0,3.929625034E0,9.269775391E0
5.319659437E1,-1.055461502E1,7.981324196E-1,7.981047630E0
5.320661297E1,-1.119659042E1,-1.936669350E0,7.519186497E0
5.321663137E1,-1.066766548E1,-4.750726700E0,6.952220917E0
5.322664897E1,-9.666654587E0,-6.252778053E0,6.537882805E0
5.323666647E1,-8.866838455E0,-6.548407555E0,6.143097878E0
5.324668444E1,-7.455935478E0,-5.972616196E0,4.908998966E0
5.325670227E1,-6.002314568E0,-4.834639549E0,3.267795324E0
5.326671967E1,-5.001556873E0,-3.946066856E0,2.600821972E0
5.327673700E1,-4.120776653E0,-3.113961220E0,2.349447727E0
5.328675464E1,-3.618215561E0,-1.769460678E0,2.116822243E0
5.329677227E1,-3.511934757E0,-6.058464050E-1,1.959561110E0
5.330678940E1,-3.437918901E0,7.264471054E-1,2.211658001E0
5.331678554E1,-3.206363678E0,1.678690434E0,2.875461340E0
5.332678224E1,-2.601863384E0,1.371572495E0,2.245427370E0
5.333677904E1,-1.826044440E0,5.849275589E-1,1.054323196E0
5.334677560E1,-1.134098291E0,6.024360657E-2,3.642091751E-1
5.335677203E1,-6.297707558E-1,-3.560323715E-1,5.819616839E-2
5.336676887E1,-2.893624306E-1,-6.067314148E-1,-5.203428268E-1
5.337676597E1,-5.063986778E-2,-6.038675308E-1,-1.291100264E0
5.338676267E1,5.828857422E-2,-9.881973267E-2,-1.697243214E0
5.339675963E1,2.826337814E-1,5.636940002E-1,-2.135530949E0
5.340675707E1,2.761459351E-1,8.802957535E-1,-2.470634460E0
5.341675443E1,1.004900932E-1,1.039897919E0,-2.758923531E0
5.342675143E1,-1.917586327E-1,9.727172852E-1,-3.283928156E0
5.343674870E1,-4.375623465E-1,7.698287964E-1,-3.683266878E0
5.344674656E1,-7.172510624E-1,5.354270935E-1,-3.737153769E0
5.345674473E1,-8.727312088E-1,2.948179245E-1,-3.515991688E0
5.346674256E1,-1.027470827E0,-6.189346313E-4,-3.055569649E0
5.347674050E1,-1.120671749E0,-1.465005875E-1,-2.704682827E0
5.348673926E1,-1.162493110E0,-1.576280594E-1,-2.531621456E0
5.349673846E1,-1.134699345E0,-3.453254700E-2,-2.522741318E0
5.350673796E1,-9.970005751E-1,1.106185913E-1,-2.586021423E0
5.351673773E1,-7.393263578E-1,3.002595901E-1,-2.325036049E0
5.352673803E1,-4.658087492E-1,6.142463684E-1,-1.822238803E0
5.353673843E1,-2.268091440E-1,1.449633598E0,-9.620631337E-1
5.354673856E1,6.326627731E-2,1.921254635E0,3.674995899E-2
5.355673889E1,6.688728333E-1,1.377604485E0,1.197894931E0
5.356674003E1,1.752468348E0,-1.890897751E-1,2.092251062E0
5.357674129E1,2.883505344E0,-1.671506882E0,1.763077855E0
5.358674223E1,3.776533842E0,-2.499151230E0,3.195158243E-1
5.359674323E1,4.140919685E0,-2.392818451E0,-9.077240229E-1
5.360674446E1,4.145933151E0,-2.211492538E0,-1.619697809E0
5.361674572E1,4.127045155E0,-2.020874023E0,-1.454144239E0
5.362674642E1,4.261606216E0,-1.694443703E0,-5.481989384E-1
5.363674719E1,4.234828949E0,-1.509271622E0,-1.875207424E-1
5.364674849E1,4.227155209E0,-1.783067703E0,-6.905273199E-1
5.365674996E1,4.312999725E0,-2.515106201E0,-1.946737647E0
5.366675126E1,5.215116024E0,-3.045476913E0,-3.441397667E0
5.367675249E1,7.043430328E0,-3.909678459E0,-4.122047424E0
5.368675439E1,8.600899696E0,-3.761955261E0,-4.248230934E0
5.369675632E1,9.470278740E0,-2.891358376E0,-3.970389605E0
5.370675786E1,8.801183701E0,-2.476627350E0,-5.507962704E0
5.371675956E1,7.821036816E0,-2.768005371E0,-9.743354797E0
5.372676179E1,6.569145679E0,-2.317935944E0,-9.315898895E0
5.373676402E1,4.720883369E0,-2.463566780E0,-6.917619228E0
5.374676592E1,3.029729128E0,-3.807258606E0,-5.920655251E0
5.375676769E1,1.575024366E0,-6.249525070E0,-5.457486153E0
5.376676979E1,-8.638111353E-1,-9.093761444E0,-4.229819298E0
5.377677192E1,-3.241070509E0,-1.295744896E1,-1.624622822E0
5.378677339E1,-5.524583340E0,-1.550403690E1,2.220425844E0
5.379677482E1,-5.977855206E0,-1.560980606E1,2.624630928E0
5.380677652E1,-1.024575520E1,-1.767546082E1,1.060526752E1
5.381677822E1,-1.306937027E1,-1.718197632E1,1.165192223E1
5.382677942E1,-1.504980087E1,-1.516769123E1,9.386910439E0
5.383678065E1,-1.631972504E1,-1.205925751E1,4.677913666E0
5.384678209E1,-1.587130928E1,-8.503506660E0,-4.372429371E0
5.385678362E1,-1.529050636E1,-5.340619087E0,-7.527192116E0
5.386678452E1,-1.335426140E1,-2.063464165E0,-5.705006599E0
5.387678522E1,-1.170495224E1,-1.170997620E-1,-1.751168489E0
5.388678629E1,-1.038520622E1,1.385362625E0,1.599677444E0
5.389678968E1,-9.122004509E0,2.539498329E0,4.118450165E0
5.390679332E1,-7.339394093E0,3.442142010E0,6.040724277E0
5.391679672E1,-5.366491318E0,4.382122993E0,6.642393112E0
5.392680045E1,-4.081740379E0,4.901336670E0,6.717740059E0
5.393680395E1,-2.765132427E0,5.450851440E0,5.767817497E0
5.394680688E1,-1.099937916E0,5.969708443E0,5.168616295E0
5.395680975E1,9.663681984E-1,6.362706184E0,4.132256031E0
5.396681305E1,1.972683907E0,6.196707249E0,2.895140409E0
5.397681645E1,2.220159531E0,5.292938232E0,2.361510038E0
5.398681942E1,7.658519745E-1,3.932335377E0,2.141915083E0
5.399682245E1,-1.802558184E0,2.652765274E0,1.652487159E0
5.400682588E1,-4.760976315E0,1.309898376E0,1.799205065E0
5.401682942E1,-7.074937344E0,4.521474838E-1,2.229577541E0
5.402683248E1,-7.173120975E0,3.700237274E-1,2.255301714E0
5.403683551E1,-1.032122040E1,2.870554924E-1,2.913593054E0
5.404683898E1,-1.119250107E1,6.096487045E-1,3.815576553E0
5.405684255E1,-1.197583103E1,1.217306614E0,4.815314293E0
5.406684585E1,-1.257796860E1,1.775436401E0,5.279235840E0
5.407684915E1,-1.271028137E1,2.505116940E0,5.262181282E0
5.408685301E1,-1.226177216E1,3.008453369E0,4.935030937E0
5.409685678E1,-1.117985725E1,3.052297115E0,4.431173801E0
5.410686021E1,-9.783576965E0,2.853447914E0,3.383810043E0
5.411686381E1,-7.896741867E0,2.239501953E0,2.341633320E0
5.412686841E1,-5.781804085E0,1.338164330E0,6.878372431E-1
5.413687321E1,-3.892922401E0,-6.080384254E-1,-1.442486048E0
5.414687788E1,-1.674667597E0,-4.931346893E0,-6.901321888E0
5.415688254E1,8.453269958E0,-8.156072617E0,-3.071823883E1
5.416688758E1,8.655913353E0,-7.995579720E0,-3.086831093E1
5.417689288E1,1.806700897E1,-1.361806965E1,-7.078731537E0
5.418689784E1,1.952464867E1,-1.526498318E1,-9.114199638E0
5.419690041E1,1.361051178E1,-1.366359806E1,-9.579005241E0
5.420690314E1,4.461419582E0,-9.086058617E0,-4.694530010E0
5.421690621E1,4.440655708E-1,-1.898421288E0,-1.280049205E0
5.422690907E1,-1.416949987E0,2.527882576E0,4.274514914E-1
5.423691224E1,-3.252859592E0,5.104608536E0,2.453657627E0
5.424691594E1,-4.668011189E0,2.929979801E0,3.156903982E0
5.425691991E1,-6.082621098E0,-1.223973274E0,2.889199257E0
5.426692357E1,-6.673782349E0,-8.704360962E0,5.636566162E0
5.427692730E1,-8.348379135E0,-1.680999947E1,3.192165136E0
5.428693157E1,-1.108382607E1,-1.681621933E1,-6.658953667E0
5.429693580E1,-1.444906712E1,-8.635308266E0,-5.508701324E0
5.430693974E1,-1.534741974E1,-1.254357338E0,-1.287406564E0
5.431694370E1,-1.451148033E1,2.391197205E0,1.239376426E0
5.432694797E1,-1.356871223E1,1.833031654E0,5.459715843E0
5.433695220E1,-1.131474113E1,1.244715214E0,9.878343582E0
5.434695597E1,-1.113276958E1,1.283538818E0,1.377491093E1
5.435695980E1,-1.153757572E1,-1.257252693E-1,1.374776077E1
5.436696410E1,-1.152807617E1,-1.108169556E-1,1.371294689E1
5.437696833E1,-1.028260231E1,-4.331550121E0,9.973054886E0
5.438697207E1,-9.863045692E0,-4.830120087E0,9.177228928E0
5.439697590E1,-9.236534119E0,-4.956728935E0,7.194221973E0
5.440697990E1,-8.087617874E0,-4.320689201E0,5.598877430E0
5.441698370E1,-7.117486000E0,-3.757334709E0,3.945110798E0
5.442698683E1,-6.209899426E0,-3.253314972E0,3.328374624E0
5.443698990E1,-5.313961983E0,-2.790528297E0,3.176718712E0
5.444699346E1,-4.419443130E0,-2.086777687E0,3.404141426E0
5.445699706E1,-3.561599493E0,-1.202195168E0,3.684903622E0
5.446700043E1,-3.081991196E0,-3.098878860E-1,3.780108929E0
5.447700376E1,-2.865553141E0,3.825273514E-1,3.757683754E0
5.448700746E1,-3.122991562E0,3.499612808E-1,6.076408863E0
5.449701140E1,-2.832663536E0,-7.881231308E-1,7.590453148E0
5.450701486E1,-1.008069992E0,-1.263761520E0,2.738844633E0
5.451701853E1,2.040367126E-1,-1.016965866E0,-4.158107638E-1
5.452702306E1,3.156766891E-1,-4.019737244E-1,-1.594750524E0
5.453702776E1,-6.084966660E-2,6.155014038E-3,-1.937378526E0
5.454703223E1,-7.624506950E-1,1.887950897E-1,-1.616781712E0
5.455703666E1,-1.117818952E0,8.373546600E-2,-7.590817809E-1
5.456704139E1,-7.890733480E-1,7.028675079E-2,-7.916152477E-2
5.457704616E1,3.827788830E-1,4.519844055E-1,-8.277317882E-1
5.458705046E1,1.020671606E0,5.712614059E-1,-2.012512445E0
5.459705482E1,1.002794504E0,4.771623611E-1,-2.483718395E0
5.460705986E1,7.704904079E-1,1.992607117E-1,-2.749105930E0
5.461706492E1,6.468694210E-1,-1.851959229E-1,-3.112950802E0
5.462706979E1,6.163817644E-1,-4.542713165E-1,-3.831977844E0
5.463707479E1,7.125625610E-1,-5.952119827E-1,-4.526815414E0
5.464708022E1,8.035327196E-1,-5.155153275E-1,-5.067724705E0
5.465708572E1,8.600873947E-1,-4.987869263E-1,-5.613814354E0
5.466709066E1,9.823560119E-1,-1.699943542E-1,-5.436037540E0
5.467709572E1,1.128563643E0,3.220882416E-1,-4.738501072E0
5.468710132E1,1.053159356E0,5.486574173E-1,-3.956558228E0
5.469710696E1,1.122929096E0,7.093973160E-1,-3.041921616E0
5.470711232E1,1.569827795E0,8.921442032E-1,-1.947890282E0
5.471711759E1,2.354977608E0,6.691322327E-1,-9.772112966E-1
5.472712312E1,3.439123154E0,-5.029010773E-2,-6.208407879E-2
5.473712865E1,4.337574482E0,-8.659324646E-1,3.652340174E-1
5.474713365E1,4.930081367E0,-1.161738396E0,2.955145836E-1
5.475713859E1,4.974503040E0,-9.288129807E-1,-5.804947615E-1
5.476714402E1,4.620973110E0,-8.090496063E-1,-1.456599236E0
5.477714945E1,4.387342930E0,-5.912771225E-1,-1.832838297E0
5.478715458E1,4.220777035E0,-4.367218018E-1,-1.284094334E0
5.479715962E1,3.858394146E0,-4.071035385E-1,-3.240090609E-1
5.480716502E1,3.485609531E0,-5.717639923E-1,2.817511559E-2
5.481717022E1,3.109973192E0,-9.169855118E-1,-4.171040058E-1
5.482717455E1,3.100354671E0,-1.187753677E0,-5.900684595E-1
5.483717875E1,3.510231495E0,-1.967114449E0,-7.940294743E-1
5.484718342E1,5.402196884E0,-3.441527367E0,-2.705915928E0
5.485718808E1,7.048305035E0,-4.137538910E0,-3.036701679E0
5.486719258E1,7.189670563E0,-3.830333710E0,-2.123451471E0
5.487719705E1,5.128839970E0,-3.288991928E0,-2.661033392E0
5.488720195E1,3.457735777E0,-2.742812157E0,-5.018739700E0
5.489720758E1,2.939626217E0,-1.729548454E0,-5.980846882E0
5.490721285E1,2.853925705E0,-1.258404732E0,-4.550592422E0
5.491721808E1,2.904648066E0,-2.432962418E0,-3.385126114E0
5.492722405E1,2.123906612E0,-4.743586540E0,-3.284782648E0
5.493722998E1,9.679565430E-1,-7.357783318E0,-3.113004923E0
5.494723555E1,-1.849632263E-1,-9.385805130E0,-2.218122005E0
5.495724111E1,-1.936078548E0,-1.160330772E1,-7.788816094E-1
5.496724708E1,-4.021039963E0,-1.411259556E1,7.916706204E-1
5.497725301E1,-6.236761093E0,-1.560674381E1,2.445725203E0
5.498725854E1,-9.047100067E0,-1.678877068E1,5.396281242E0
5.499726421E1,-1.144680309E1,-1.666350174E1,5.916162491E0
5.500727064E1,-1.181768417E1,-1.683439255E1,6.013792038E0
5.501727738E1,-1.442375946E1,-1.077452087E1,2.091536760E0
5.502728364E1,-1.419564629E1,-7.004182816E0,-2.028566837E0
5.503728988E1,-1.333939362E1,-4.364505768E0,-3.929952383E0
5.504729654E1,-1.125903320E1,-2.219901085E0,-2.890418530E0
5.505730327E1,-9.602596283E0,-4.897718430E-1,-6.357604861E-1
5.506730954E1,-8.784275055E0,7.194800377E-1,1.643828750E0
5.507731591E1,-7.068428040E0,1.932777405E0,3.490710974E0
5.508732274E1,-5.878573418E0,2.761099339E0,4.679157257E0
5.509732947E1,-5.124165058E0,2.958338261E0,5.738539696E0
5.510733587E1,-4.364631653E0,3.297417641E0,4.996332169E0
5.511734224E1,-3.284471750E0,3.463378429E0,4.281575203E0
5.512734894E1,-2.569647312E0,3.843418121E0,4.593460560E0
5.513735557E1,-1.559889793E0,4.135232925E0,4.393029690E0
5.514736170E1,-1.579131126E0,4.101755142E0,4.477630615E0
5.515736774E1,-1.841757059E0,3.081173897E0,2.399851561E0
5.516737424E1,-4.455065727E0,2.135634899E0,1.713275194E0
5.517738074E1,-6.684851646E0,1.371301174E0,1.521156788E0
5.518738684E1,-8.503016472E0,9.972057343E-1,1.650302887E0
5.519739217E1,-9.816100121E0,1.260651588E0,1.728333712E0
5.520739747E1,-1.040826988E1,1.989347935E0,1.844442368E0
5.521740270E1,-1.076110458E1,2.854284763E0,2.163728714E0
5.522740720E1,-1.125418377E1,3.378200531E0,3.219089508E0
5.523741164E1,-1.146929550E1,3.682959318E0,4.576626301E0
5.524741660E1,-1.139527607E1,3.703965902E0,4.692140579E0
5.525742134E1,-1.059780979E1,4.137902737E0,5.090256214E0
5.526742567E1,-9.500028610E0,4.239340782E0,4.590271473E0
5.527743003E1,-8.415571213E0,4.022063255E0,3.933366537E0
5.528743467E1,-6.757629871E0,3.200694084E0,2.516721010E0
5.529743917E1,-5.162915230E0,1.988579750E0,6.607673168E-1
5.530744290E1,-3.472779274E0,-2.508320808E-1,-3.067548990E0
5.531744653E1,-4.490852356E-1,-4.070861816E0,-8.650047302E0
5.532745087E1,8.466209412E0,-6.568199158E0,-2.382555008E1
5.533745503E1,1.467008591E1,-9.344452858E0,-1.103298759E1
5.534745853E1,1.676338005E1,-1.318187237E1,-4.700849533E0
5.535746180E1,1.335315704E1,-1.621870232E1,-2.663169146E0
5.536746516E1,5.701174259E0,-1.349151611E1,-3.127071381E0
5.537746820E1,2.400264263E0,-7.424429893E0,-4.243345261E0
5.538747053E1,5.918140411E-1,-1.390056610E0,-2.448376656E0
5.539747283E1,-1.068878889E0,2.516241074E0,-6.160044670E-2
5.540747556E1,-3.574450254E0,4.608428955E0,1.647171617E0
5.541747836E1,-5.865925312E0,2.261371613E0,2.980092049E0
5.542748073E1,-6.721510410E0,-2.124788284E0,2.354439497E0
5.543748306E1,-6.771250725E0,-7.289566040E0,2.901920319E0
5.544748576E1,-6.741176128E0,-7.267537117E0,2.883344650E0
5.545748873E1,-7.672866344E0,-2.010932541E1,-1.851513290E1
5.546749123E1,-6.305874348E0,-1.356289959E1,-7.290037632E0
5.547749369E1,-8.605945587E0,-5.775973320E0,1.684641361E0
5.548749679E1,-1.008853054E1,-2.058489799E0,9.082363129E0
5.549750016E1,-9.959286690E0,1.334768772E0,1.464484215E1
5.550750356E1,-8.654165268E0,3.545682907E0,1.602417755E1
5.551750723E1,-6.642156124E0,5.724804878E0,1.456672001E1
5.552751139E1,-6.998154163E0,4.786256790E0,1.058729076E1
5.553751573E1,-7.994790554E0,2.730500221E0,9.817576408E0
5.554751966E1,-9.227406502E0,8.515429497E-1,1.164684486E1
5.555752406E1,-1.077582359E1,-1.291662216E0,1.323025322E1
5.556752919E1,-1.101407814E1,-3.183270454E0,1.257413292E1
5.557753452E1,-1.099292755E1,-3.130642891E0,1.243919277E1
5.558753962E1,-8.684846878E0,-3.896085739E0,6.366118431E0
5.559754482E1,-7.463340282E0,-3.358035088E0,4.434238434E0
5.560755052E1,-6.498100281E0,-2.715722084E0,3.616815090E0
5.561755632E1,-5.709693432E0,-2.199851990E0,3.180418730E0
5.562756159E1,-5.608737469E0,-2.136552811E0,3.118232727E0
5.563756712E1,-5.119730949E0,-7.935972214E-1,3.101573706E0
5.564757332E1,-4.901232719E0,-4.004392624E-1,2.843059540E0
5.565757979E1,-4.641641617E0,-5.563116074E-1,2.707369328E0
5.566758626E1,-4.375694752E0,-1.288619995E0,4.028954506E0
5.567759296E1,-3.558786392E0,-2.024689674E0,5.049580097E0
5.568760029E1,-1.685794473E0,-2.111017227E0,2.435159206E0
5.569760775E1,-7.250475883E-1,-1.758888245E0,5.215677023E-1
5.570761475E1,-6.573958397E-1,-1.018922806E0,-7.300421000E-1
5.571762175E1,-9.998919964E-1,-3.565673828E-1,-1.119766235E0
5.572762969E1,-1.296947718E0,-8.345222473E-2,-2.974795699E-1
5.573763769E1,-1.052131295E0,-1.804361343E-1,2.283592522E-1
5.574764539E1,-4.271950722E-1,-8.654594421E-2,-5.914371014E-1
5.575765292E1,2.039241791E-1,2.744131088E-1,-2.369100809E0
5.576766075E1,3.182697296E-1,3.583326340E-1,-4.098923683E0
5.577766875E1,2.026257515E-1,3.706912994E-1,-5.129062176E0
5.578767615E1,3.258049488E-1,1.218700409E-1,-5.119147301E0
5.579768332E1,7.002263069E-1,-1.994476318E-1,-4.314527512E0
5.580769075E1,1.050816059E0,-3.411378860E-1,-3.324844122E0
5.581769792E1,1.373913884E0,-5.266342163E-1,-2.546167850E0
5.582770448E1,1.640039802E0,-6.036748886E-1,-2.255328894E0
5.583771082E1,1.740660310E0,-6.314449310E-1,-2.203829288E0
5.584771728E1,1.753345490E0,-5.741720200E-1,-2.133553028E0
5.585772325E1,1.790274262E0,-2.200450897E-1,-1.858018637E0
5.586772852E1,1.736145139E0,5.591735840E-1,-1.507165194E0
5.587773345E1,1.886764884E0,1.591828346E0,-1.069453835E0
5.588773888E1,2.012351036E0,2.248585701E0,-4.488890767E-1
5.589774448E1,2.180788517E0,2.185112000E0,3.741773367E-1
5.590774995E1,2.604131460E0,1.312252998E0,1.818311691E0
5.591775525E1,3.511145353E0,4.344081879E-2,2.853265047E0
5.592776081E1,4.557798386E0,-5.363397598E-1,1.992897034E0
5.593776628E1,4.774200916E0,-7.546014786E-1,5.177533627E-1
