"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.117176208E2,9.876900673E0,-8.862600327E0,-3.218714237E0
3.117276372E2,5.620578289E0,-8.279666901E0,-5.081464291E0
3.117376536E2,2.978181839E0,-5.573320389E0,-3.951509476E0
3.117476703E2,1.545087814E0,-3.650217533E0,-3.024292946E0
3.117576867E2,3.912425041E-1,-2.056832790E0,-2.191442490E0
3.117677024E2,-3.970122337E-1,-8.107423782E-1,-9.627330303E-1
3.117777179E2,-1.300455332E0,2.464537621E-1,9.191174507E-1
3.117877335E2,-1.968784809E0,1.775513172E0,2.735798120E0
3.117977488E2,-1.882836342E0,2.614499569E0,2.878329515E0
3.118077634E2,-1.123847961E0,2.523091316E0,4.552371025E0
3.118177777E2,-9.119951725E-1,1.688725948E0,4.858254910E0
3.118277924E2,-2.587162018E0,-3.542012215E0,6.911757469E0
3.118378065E2,-3.807563305E0,-1.021651459E1,9.602922440E0
3.118478200E2,-5.783982277E0,-1.861782265E1,4.837041378E0
3.118578333E2,-8.257083893E0,-1.935659027E1,-5.438740730E0
3.118678468E2,-1.201060867E1,-9.037731171E0,-9.215348244E0
3.118778603E2,-1.312283611E1,-1.473312378E-1,-7.888105392E0
3.118878730E2,-1.334293461E1,2.213007927E0,-4.665428638E0
3.118978856E2,-1.339309788E1,1.727707863E0,-8.701419830E-1
3.119078985E2,-1.182260704E1,1.342582226E0,2.685238838E0
3.119179116E2,-9.259719849E0,8.453059196E-1,7.494693279E0
3.119279247E2,-7.834954739E0,5.169725418E-1,9.639209747E0
3.119379377E2,-7.258834362E0,-5.712738037E-1,9.790289879E0
3.119479509E2,-6.593885422E0,-2.057924271E0,8.909643173E0
3.119579642E2,-5.750063896E0,-3.103981972E0,8.024986267E0
3.119679766E2,-4.895966053E0,-3.916777611E0,7.590715408E0
3.119779890E2,-4.187983513E0,-4.069085121E0,7.414574623E0
3.119880018E2,-3.470078945E0,-4.145512581E0,6.935211182E0
3.119980145E2,-2.732472897E0,-4.641911507E0,5.559351921E0
3.120080266E2,-2.289829731E0,-5.100277901E0,4.341101646E0
3.120180384E2,-1.766853094E0,-5.035202980E0,3.876795292E0
3.120280504E2,-9.829213619E-1,-4.476300240E0,4.873952866E0
3.120380622E2,3.558540344E-2,-3.199836731E0,4.563575268E0
3.120480735E2,6.495084763E-1,-1.630806923E0,2.567902803E0
3.120580848E2,9.092204571E-1,-1.521507263E0,2.341201305E0
3.120680967E2,6.275095940E-1,1.449028015E0,9.216419458E-1
3.120781085E2,1.798110008E-1,2.229501724E0,7.402105331E-1
3.120881200E2,-1.325548887E-1,2.495398998E0,3.895931840E-1
3.120981315E2,-2.749496698E-1,2.335703850E0,-1.572363973E-1
3.121081433E2,-4.385837317E-1,1.896374226E0,-6.290326715E-1
3.121181552E2,-5.768681765E-1,1.480807304E0,-8.794249296E-1
3.121281666E2,-9.137966037E-1,9.067792892E-1,-1.194101691E0
3.121381782E2,-1.155962229E0,5.853834152E-1,-1.472088575E0
3.121481905E2,-1.269293308E0,4.175662994E-1,-1.757759571E0
3.121582028E2,-1.229251266E0,5.863399506E-1,-1.648012161E0
3.121682147E2,-1.169012785E0,9.323091507E-1,-1.362136483E0
3.121782266E2,-1.143069744E0,1.167703629E0,-9.915864468E-1
3.121882391E2,-1.153936744E0,1.296860695E0,-8.259054422E-1
3.121982515E2,-1.284158707E0,1.327299118E0,3.214579821E-2
3.122082635E2,-1.388545752E0,1.207042694E0,7.201052904E-1
3.122182754E2,-1.654097319E0,1.122591019E0,1.482077599E0
3.122282875E2,-1.723024368E0,1.052250862E0,1.799724817E0
3.122382998E2,-1.537923574E0,1.065282822E0,2.076758862E0
3.122483119E2,-1.324177742E0,8.691596985E-1,2.179212093E0
3.122583241E2,-1.220975637E0,2.857589722E-1,2.037098646E0
3.122683367E2,-1.195267439E0,-3.699760437E-1,2.064558744E0
3.122783493E2,-1.106930137E0,-3.743734360E-1,1.956597567E0
3.122883615E2,-1.150523782E0,-1.233574867E0,2.215942383E0
3.122983735E2,-1.104703426E0,-1.404064178E0,1.534541130E0
3.123083861E2,-7.722256184E-1,-1.225890160E0,8.367822170E-1
3.123183989E2,-1.792468578E-1,-1.325857162E0,2.333948612E-1
3.123284113E2,4.603484273E-1,-1.859419823E0,-3.961668015E-1
3.123384238E2,1.111764669E0,-2.654948235E0,-1.504399300E0
3.123484367E2,2.093102455E0,-2.595713615E0,-2.792006016E0
3.123584496E2,3.265496492E0,-1.728502274E0,-3.988923073E0
3.123684619E2,4.216657162E0,-8.364810944E-1,-5.396533489E0
3.123784743E2,4.991209507E0,-1.313018799E-1,-7.019068241E0
3.123884871E2,5.176603317E0,-2.594270706E-1,-6.655612946E0
3.123985001E2,5.023872375E0,-1.126249313E0,-4.968087196E0
3.124085129E2,4.945404053E0,-1.962421417E0,-3.163893461E0
3.124185259E2,4.845513821E0,-2.346742630E0,-1.873654127E0
3.124285394E2,4.769462585E0,-2.711174965E0,-6.904158592E-1
3.124385528E2,5.310209274E0,-3.380832672E0,-1.291015148E-1
3.124485657E2,7.196992874E0,-4.652027130E0,-3.298668861E-1
3.124585787E2,8.353105545E0,-3.983221054E0,1.349469423E-1
3.124685925E2,8.399476051E0,-2.180865288E0,6.268508434E-1
3.124786060E2,7.405842304E0,-1.485405922E0,-1.723958492E0
3.124886191E2,6.159381866E0,-1.882440567E0,-8.127647400E0
3.124986320E2,5.421562672E0,-2.708108902E0,-1.224446487E1
3.125086453E2,4.447157860E0,-2.674860001E0,-7.661886692E0
3.125186586E2,2.793508291E0,-3.067969322E0,-1.857200861E0
3.125286716E2,1.290947080E0,-4.194705963E0,1.329007149E-1
3.125386846E2,-4.810244143E-1,-6.130281448E0,5.538006425E-1
3.125486981E2,-1.562201977E0,-7.808060646E0,8.860766888E-1
3.125587115E2,-2.801833868E0,-9.337989807E0,2.406365633E0
3.125687247E2,-4.217361927E0,-9.880748749E0,4.524055004E0
3.125787381E2,-5.920611382E0,-9.955446243E0,6.124478817E0
3.125887520E2,-7.186940670E0,-9.313785553E0,6.203623295E0
3.125987664E2,-8.191617966E0,-8.899424553E0,5.568811417E0
3.126087806E2,-9.792814255E0,-8.413175583E0,3.805861950E0
3.126187948E2,-1.081385994E1,-7.773364067E0,1.441999197E0
3.126288096E2,-1.113440323E1,-6.487837791E0,-1.419616103E0
3.126388246E2,-1.093000698E1,-4.807660103E0,-3.256234646E0
3.126488393E2,-1.037855530E1,-3.481560707E0,-1.905041099E0
3.126588541E2,-9.427439690E0,-2.155336380E0,4.632025957E-1
3.126688694E2,-8.663461685E0,-1.139974594E0,2.158036232E0
3.126788850E2,-7.533379078E0,-2.292327881E-1,3.727612495E0
3.126889002E2,-6.966403961E0,5.220460892E-1,4.739795685E0
3.126989153E2,-6.105050087E0,1.066958904E0,5.039052010E0
3.127089309E2,-4.468705654E0,1.800078392E0,5.228960037E0
3.127189463E2,-3.161893845E0,1.947028637E0,5.159918308E0
3.127289613E2,-1.437379122E0,1.894495964E0,5.059779167E0
3.127389765E2,1.054700851E0,2.111998558E0,4.113800049E0
3.127489922E2,3.274135590E0,2.211273193E0,1.384974957E0
3.127590080E2,4.356390953E0,2.179088593E0,-8.537480831E-1
3.127690232E2,2.591075420E0,1.172914505E0,-2.255195141E0
3.127790384E2,-8.930215836E-1,-3.335409164E-1,-3.297442436E0
3.127890540E2,-4.247189045E0,-1.210842133E0,-2.276055336E0
3.127990695E2,-6.211519241E0,-1.374740601E0,-4.408634901E-1
3.128090845E2,-7.249360561E0,-1.059589863E0,1.720212817E0
3.128190992E2,-7.904436111E0,-3.651776314E-1,4.133873463E0
3.128291141E2,-8.330042839E0,3.093662262E-1,5.274854660E0
3.128391291E2,-9.225848198E0,1.147598743E0,6.994431496E0
3.128491435E2,-1.006307602E1,2.020956516E0,7.658195496E0
3.128591579E2,-1.068613625E1,2.859106064E0,8.038601875E0
3.128691730E2,-1.082910919E1,3.620715618E0,7.746841431E0
3.128791880E2,-1.053003120E1,4.205592155E0,6.530573845E0
3.128892026E2,-9.951829910E0,4.574804306E0,4.585801125E0
3.128992171E2,-9.544551849E0,4.412106991E0,3.011347055E0
3.129092318E2,-8.593376160E0,3.920893192E0,9.479403496E-1
3.129192465E2,-6.833339214E0,3.344162941E0,-2.694942951E-1
3.129292607E2,-3.747100353E0,2.269029617E0,-1.893333673E0
3.129392748E2,9.332561493E-2,6.984138489E-1,-3.380218267E0
3.129492893E2,5.767358303E0,-1.343975067E0,-4.242515564E0
3.129593036E2,1.057135582E1,-4.120531559E0,-4.622362137E0
3.129693173E2,1.356351089E1,-6.386106968E0,-3.319947481E0
3.129793308E2,1.366583824E1,-7.125055790E0,-2.381033897E0
3.129893443E2,9.171055794E0,-5.712456703E0,-2.349599838E0
3.129993576E2,3.299333096E0,-4.063330173E0,-4.932644367E-1
3.130093703E2,1.606540680E-1,-2.596236229E0,6.385581493E-1
3.130193829E2,-2.105867147E0,-1.086295605E0,1.584934473E0
3.130293958E2,-3.004148722E0,2.696990967E-2,2.090342522E0
3.130394085E2,-2.295986652E0,-8.146834373E-1,1.506476164E0
3.130494206E2,2.073230743E-1,-5.049741745E0,3.066318750E0
3.130594325E2,2.272619724E0,-1.205830574E1,3.703240156E0
3.130694446E2,2.894266605E0,-2.167321777E1,-4.812885284E0
3.130794568E2,2.403954983E0,-2.101096344E1,-7.206626415E0
3.130894688E2,-6.071648598E0,-8.549079895E0,-5.499446392E0
3.130994808E2,-1.102642536E1,-2.256031036E-1,2.532591820E-1
3.131094934E2,-1.331218147E1,7.519055367E0,1.089986086E0
3.131195062E2,-1.559124374E1,8.922192574E0,-2.776260614E0
3.131295189E2,-1.755842209E1,6.677623272E0,-4.478878975E0
3.131395314E2,-1.798485565E1,2.743907452E0,3.980517626E0
3.131495441E2,-1.582130241E1,-2.880730629E-1,1.456531715E1
3.131595565E2,-1.310858440E1,2.571086884E-1,1.540857220E1
3.131695679E2,-1.014908218E1,2.943658829E-2,1.317084503E1
3.131795791E2,-8.081967354E0,-1.927633286E0,1.047965336E1
3.131895908E2,-7.071584225E0,-4.584616184E0,7.883532524E0
3.131996024E2,-6.688522816E0,-6.365432739E0,6.342801094E0
3.132096137E2,-6.032784462E0,-7.327749252E0,5.443008900E0
3.132196251E2,-5.585006714E0,-7.652299881E0,4.669629097E0
3.132296368E2,-4.317356586E0,-8.425809860E0,4.508304596E0
3.132396485E2,-2.857898474E0,-7.720187187E0,3.522971153E0
3.132496596E2,-1.290036201E0,-6.566314697E0,1.424830079E0
3.132596710E2,-3.398404121E-1,-5.695481300E0,9.665175080E-1
3.132696831E2,5.584769249E-1,-4.811989784E0,2.342481613E0
3.132796952E2,1.812839031E0,-3.092988014E0,2.247512341E0
3.132897070E2,2.515438318E0,-1.377898216E0,9.371405840E-2
3.132997188E2,2.500257492E0,3.824520111E-1,-1.091695070E0
3.133097308E2,2.284215927E0,1.476697922E0,-5.811375380E-1
3.133197429E2,2.342384815E0,1.916938305E0,-7.294149399E-1
3.133297545E2,2.506815434E0,1.985322475E0,-1.529777408E0
3.133397662E2,2.455221653E0,1.906710148E0,-2.083957434E0
3.133497784E2,2.054613590E0,1.881803036E0,-2.014642954E0
3.133597906E2,1.505560875E0,1.982982159E0,-1.725627899E0
3.133698025E2,9.388582706E-1,2.052612782E0,-1.675520301E0
3.133798145E2,4.767956734E-1,2.068827629E0,-1.665878654E0
3.133898269E2,1.193277836E-1,2.164682865E0,-1.647717476E0
3.133998393E2,-5.367720127E-2,2.185100079E0,-1.495750666E0
3.134098512E2,-3.979731798E-1,2.118157864E0,-9.985720515E-1
3.134198631E2,-5.541387200E-1,1.832038403E0,-5.645657182E-1
3.134298753E2,-8.405506611E-1,1.633440018E0,1.417249143E-1
3.134398874E2,-1.213198900E0,1.314357758E0,1.030256629E0
3.134498991E2,-1.578602552E0,8.629302979E-1,2.121038675E0
3.134599109E2,-1.768173456E0,5.454425812E-1,2.354457140E0
3.134699231E2,-1.721897364E0,4.438800812E-1,2.646611691E0
3.134799353E2,-1.955092669E0,4.052515030E-1,3.097373962E0
3.134899470E2,-2.165829182E0,4.893350601E-1,3.045197010E0
3.134999588E2,-2.439753771E0,6.122159958E-1,2.936373711E0
3.135099710E2,-2.562354326E0,7.738094330E-1,2.743531704E0
3.135199830E2,-2.576025009E0,7.536058426E-1,2.509051561E0
3.135299947E2,-2.455966473E0,6.491756439E-1,2.328632355E0
3.135400064E2,-2.533344746E0,4.502782822E-1,1.993366957E0
3.135500186E2,-2.631502390E0,2.230701447E-1,1.787139416E0
3.135600308E2,-2.306486130E0,-1.546039581E-1,1.178267002E0
3.135700424E2,-1.777783155E0,-6.522426605E-1,4.358546138E-1
3.135800542E2,-1.123283029E0,-1.622758865E0,-5.677828789E-1
3.135900667E2,-5.925275087E-1,-2.580463409E0,-1.027085662E0
3.136000794E2,2.303051054E-1,-3.054850578E0,-1.206219435E0
3.136100918E2,1.247879744E0,-2.802888870E0,-1.337520003E0
3.136201043E2,2.375070810E0,-2.429819107E0,-1.433284521E0
3.136301172E2,3.085601568E0,-2.338077545E0,-1.775516868E0
3.136401302E2,3.551087141E0,-2.074861526E0,-2.500934839E0
3.136501426E2,3.826017141E0,-1.876243591E0,-3.104394913E0
3.136601553E2,4.112433434E0,-1.502734184E0,-3.404363155E0
3.136701687E2,4.203707695E0,-1.515063286E0,-3.445252180E0
3.136801821E2,4.772012234E0,-1.163319588E0,-3.395231962E0
3.136901952E2,5.447621346E0,-2.104318619E0,-3.270951748E0
3.137002082E2,6.614149570E0,-3.676859856E0,-2.899538994E0
3.137102213E2,7.645343781E0,-3.873973846E0,-1.625285625E0
3.137202343E2,7.664118767E0,-3.858783722E0,-1.538668036E0
3.137302469E2,7.734001160E0,-2.033899307E0,4.052175283E-1
3.137402594E2,6.962158203E0,-2.172069550E0,-2.349514961E-1
3.137502725E2,5.393630981E0,-2.684364319E0,-1.828518033E0
3.137602855E2,3.488437414E0,-3.555722237E0,-5.414074898E0
3.137702982E2,2.275929451E0,-3.614874840E0,-8.950380325E0
3.137803106E2,1.517037511E0,-2.376816750E0,-6.454545975E0
3.137903235E2,1.200232744E0,-1.701343536E0,-3.384847164E0
3.138003363E2,4.358116090E-1,-2.615681648E0,-2.658256054E0
3.138103488E2,-7.860045433E-1,-4.564348221E0,-3.056366920E0
3.138203614E2,-2.125204563E0,-6.287997246E0,-2.696603537E0
3.138303747E2,-3.783058167E0,-7.958159447E0,-4.650812745E-1
3.138403881E2,-5.405178070E0,-9.271162033E0,1.870233297E0
3.138504013E2,-6.877315521E0,-9.854889870E0,3.430104971E0
3.138604145E2,-7.840598106E0,-9.740327835E0,4.443353176E0
3.138704279E2,-8.466593742E0,-9.154098511E0,5.137370586E0
3.138804415E2,-9.456230164E0,-8.353535652E0,5.189899445E0
3.138904546E2,-1.021358109E1,-7.049843788E0,4.399127960E0
3.139004679E2,-1.050969124E1,-5.374080658E0,3.295920372E0
3.139104822E2,-1.034356689E1,-3.858771324E0,2.299920559E0
3.139204966E2,-9.504515648E0,-2.347058296E0,1.373932123E0
3.139305107E2,-8.181443214E0,-1.065032959E0,1.142934322E0
3.139405246E2,-6.826257706E0,1.261157990E-1,2.289651632E0
3.139505388E2,-6.557351589E0,8.894448280E-1,2.727657795E0
3.139605526E2,-5.803772926E0,1.872174740E0,3.091910839E0
3.139705655E2,-5.032826424E0,2.647614002E0,3.928400040E0
3.139805781E2,-4.225690365E0,3.321475983E0,4.527017593E0
3.139905911E2,-3.043425560E0,3.900534153E0,5.552235126E0
3.140006041E2,-1.932905674E0,4.087519169E0,6.319692135E0
3.140106167E2,-3.461422920E-1,4.065536499E0,5.471612453E0
3.140206293E2,1.026976585E0,3.575036526E0,3.266588211E0
3.140306422E2,1.637679577E0,2.632816315E0,1.054386258E0
3.140406554E2,9.573283195E-1,1.909490585E0,-4.219627380E-1
3.140506681E2,-1.318424702E0,8.880925179E-1,-1.621837854E0
3.140606807E2,-3.963505268E0,1.194019318E-1,-1.785784602E0
3.140706941E2,-5.675708771E0,1.626863480E-1,-8.429408073E-1
3.140807078E2,-6.965965271E0,6.395368576E-1,9.629039168E-1
3.140907209E2,-7.762751102E0,1.274374962E0,2.460000753E0
3.141007339E2,-8.451199532E0,1.942657948E0,3.996908188E0
3.141107469E2,-9.200689316E0,2.458924770E0,5.419222832E0
3.141207599E2,-1.002737808E1,2.890629292E0,6.244832993E0
3.141307722E2,-1.053996849E1,3.360157967E0,6.321968079E0
3.141407842E2,-1.032510090E1,3.450805187E0,4.990920067E0
3.141507966E2,-9.382680893E0,3.448504925E0,3.322866678E0
3.141608090E2,-8.375611305E0,3.219467163E0,1.976578832E0
3.141708213E2,-6.763080597E0,2.623216152E0,2.604105473E-1
3.141808335E2,-4.734428406E0,2.097795010E0,-1.512354374E0
3.141908458E2,-1.980345011E0,1.116392136E0,-3.684202194E0
3.142008578E2,1.776799202E0,-6.877307892E-1,-4.948232651E0
3.142108688E2,1.890192986E0,-6.317968369E-1,-4.907782555E0
3.142208796E2,1.103009605E1,-5.787838936E0,-1.964443922E0
3.142308910E2,1.261092854E1,-7.772489548E0,-1.323405266E0
3.142409025E2,1.113265610E1,-8.778000832E0,-2.805951118E0
3.142509139E2,8.594353676E0,-5.575603485E0,-5.326990128E0
3.142609256E2,4.499965191E0,-3.235339165E0,-5.802447319E0
3.142709382E2,1.989246845E0,-1.873082161E0,-3.950370789E0
3.142809511E2,2.131080627E-2,-7.410726547E-1,-1.269759417E0
3.142909635E2,-1.755392075E0,2.820281982E-1,8.539162874E-1
3.143009760E2,-2.991020441E0,-6.363420486E-1,1.584573388E0
3.143109894E2,-4.283143044E0,-4.004921913E0,2.819114447E0
3.143210030E2,-4.311238766E0,-7.329429626E0,4.005385399E0
3.143310162E2,-4.388207912E0,-1.455373764E1,5.874011993E0
3.143410294E2,-4.319954872E0,-2.252334976E1,2.544191122E0
3.143510428E2,-2.503291607E0,-1.636756897E1,-7.001075745E-1
3.143610820E2,-5.238117218E0,-3.469655991E0,-2.818124294E0
3.143711205E2,-8.141392708E0,3.697607040E0,-3.931546926E0
3.143811589E2,-1.041471291E1,8.909171104E0,-9.019619942E0
3.143911979E2,-1.424651051E1,7.647632122E0,-3.570288420E0
3.144012371E2,-1.643329430E1,5.566629410E0,-2.656394482E0
3.144112757E2,-1.636394310E1,1.442280293E0,2.751975298E0
3.144213143E2,-1.391208458E1,-1.122561455E0,7.692426205E0
3.144313533E2,-1.006556797E1,1.745347977E-1,9.456623077E0
3.144413924E2,-8.294207573E0,-2.368822098E-1,8.410151482E0
3.144514309E2,-6.996863365E0,-2.097258568E0,7.253638268E0
3.144614693E2,-6.006858826E0,-4.017611504E0,6.814755917E0
3.144715083E2,-5.099598885E0,-4.479502678E0,6.598834038E0
3.144815470E2,-4.582067013E0,-4.304569244E0,6.284130573E0
3.144915854E2,-3.997417688E0,-4.219668388E0,5.423016548E0
3.145016238E2,-3.641198158E0,-4.338733673E0,4.380005360E0
3.145116625E2,-3.253667831E0,-4.213813782E0,3.715155125E0
3.145217014E2,-2.557183981E0,-3.837455750E0,3.326630592E0
3.145317397E2,-1.765841246E0,-3.219615936E0,4.245180130E0
3.145417779E2,-1.026577711E0,-2.399788857E0,8.388687134E0
3.145518165E2,-3.148398399E-1,-1.416749001E0,4.658004761E0
3.145618551E2,-8.403444290E-2,-5.349569321E-1,1.594042659E0
3.145718929E2,-3.344321251E-2,-2.740287781E-2,1.549403667E-1
3.145819307E2,-1.792240143E-1,4.739761353E-1,1.979407072E-1
3.145919688E2,-4.161071777E-1,9.118595123E-1,8.695055842E-1
3.146020068E2,-2.265707254E-1,1.069304466E0,5.749339461E-1
3.146120441E2,5.149340630E-2,9.855031967E-1,-2.934241295E-2
3.146220813E2,-7.430493832E-2,7.936515808E-1,-6.656067371E-1
3.146321191E2,-3.032730818E-1,7.189016342E-1,-7.961146832E-1
3.146421570E2,-2.881587744E-1,6.965351105E-1,-1.085059762E0
3.146521948E2,-3.237864971E-1,7.970581055E-1,-1.362874150E0
3.146622072E2,-4.142117500E-1,1.001731873E0,-1.438481569E0
3.146722200E2,-6.090818048E-1,1.118511200E0,-1.520437360E0
3.146822330E2,-8.483341932E-1,1.216725349E0,-1.425373077E0
3.146922454E2,-8.425026536E-1,1.294696808E0,-1.191135168E0
3.147022578E2,-8.643848896E-1,1.312429428E0,-7.393985987E-1
3.147122709E2,-9.679386616E-1,1.133500099E0,-4.992944896E-1
3.147222839E2,-1.076928139E0,1.138244629E0,-1.648287475E-1
3.147322966E2,-1.339342117E0,1.233837128E0,2.251713276E-1
3.147423093E2,-1.540233850E0,1.149553299E0,4.178607464E-1
3.147523223E2,-1.696103930E0,9.405336380E-1,4.740477800E-1
3.147623353E2,-1.766172647E0,7.097969055E-1,5.279401541E-1
3.147723477E2,-1.816463470E0,2.727565765E-1,5.145353079E-1
3.147823600E2,-1.883865595E0,-1.892871857E-1,2.447557449E-1
3.147923729E2,-1.987477303E0,-4.158449173E-1,-1.833359003E-1
3.148023857E2,-1.902458668E0,-3.206911087E-1,-6.887561679E-1
3.148123980E2,-1.684310436E0,1.587944031E-1,-9.227631092E-1
3.148224101E2,-1.301519275E0,6.715526581E-1,-8.745079041E-1
3.148324224E2,-8.066408038E-1,7.623567581E-1,-6.910778284E-1
3.148424345E2,-3.776721656E-1,1.386651993E-1,-3.351812363E-1
3.148524460E2,-1.271525174E-1,-1.329288483E0,4.467034340E-2
3.148624574E2,4.546472728E-1,-2.308214188E0,1.571547985E-2
3.148724691E2,1.315287352E0,-2.386561394E0,-4.780184627E-1
3.148824805E2,2.199749708E0,-2.146293640E0,-9.836317301E-1
3.148924915E2,2.892491102E0,-1.799497604E0,-1.533178210E0
3.149025034E2,3.302184343E0,-1.421341896E0,-1.747307777E0
3.149125160E2,3.698174953E0,-1.127775192E0,-1.681516886E0
3.149225284E2,3.929209471E0,-1.111309052E0,-1.433086991E0
3.149325402E2,3.989449978E0,-1.166507721E0,-1.279720664E0
3.149425520E2,3.925256252E0,-1.318249702E0,-1.321026444E0
3.149525641E2,3.941764355E0,-1.550412178E0,-1.400487661E0
3.149625760E2,4.258024693E0,-2.360780716E0,-1.359222174E0
3.149725874E2,4.287114620E0,-2.357967377E0,-1.333337784E0
3.149825985E2,5.867013454E0,-3.717892647E0,-1.212746739E0
3.149926098E2,6.193084717E0,-2.415500641E0,-9.247136116E-1
3.150026211E2,6.414037228E0,-1.301469803E0,-4.729297161E-1
3.150126319E2,6.264539719E0,-1.498857498E0,-3.908382654E-1
3.150226429E2,4.999059200E0,-2.298207283E0,-1.108106852E0
3.150326543E2,3.265419245E0,-3.128459930E0,-2.850540161E0
3.150426656E2,1.858688831E0,-3.696680069E0,-6.295313835E0
3.150526764E2,1.042001486E0,-3.221240044E0,-7.925118923E0
3.150626869E2,1.076421857E0,-2.235153198E0,-5.118506908E0
3.150726974E2,1.028277993E0,-1.995358467E0,-2.961669445E0
3.150827078E2,-4.055851698E-2,-2.958934784E0,-2.336418867E0
3.150927174E2,-1.090498090E0,-4.084774971E0,-2.503499269E0
3.151027269E2,-1.740730286E0,-5.107355118E0,-2.109437227E0
3.151127371E2,-2.260170937E0,-5.855074883E0,-7.431938648E-1
3.151227472E2,-3.368060827E0,-6.624017715E0,6.722323895E-1
3.151327570E2,-4.375449181E0,-7.344993591E0,1.863591433E0
3.151427667E2,-5.519228935E0,-7.907889366E0,3.549953938E0
3.151527768E2,-6.942386150E0,-8.283626556E0,6.101397514E0
3.151627868E2,-8.424330711E0,-8.008185387E0,8.040487289E0
3.151727963E2,-9.160503387E0,-6.798294067E0,8.006638527E0
3.151828060E2,-9.336825371E0,-5.238490105E0,7.628231049E0
3.151928162E2,-8.892584801E0,-3.458991051E0,6.857367039E0
3.152028253E2,-8.085928917E0,-1.933216095E0,5.643050194E0
3.152128337E2,-6.241306305E0,-6.066694260E-1,3.937214851E0
3.152228420E2,-5.106799603E0,7.190589905E-1,2.402050018E0
3.152328503E2,-4.547096729E0,1.558226109E0,1.566289544E0
3.152428584E2,-4.350104809E0,2.274052143E0,1.158573270E0
3.152528659E2,-3.830604315E0,2.572042942E0,1.407765508E0
3.152628733E2,-3.039439440E0,2.787757874E0,1.470370770E0
3.152728813E2,-1.644744635E0,3.102522850E0,1.662176847E0
3.152828894E2,6.057357788E-2,3.248610497E0,1.187460899E0
3.152928973E2,1.352180481E0,2.963775158E0,2.749754190E-1
3.153029050E2,2.168143749E0,2.116130829E0,-1.022117853E0
3.153129129E2,1.546807766E0,1.337216377E0,-1.700616837E0
3.153229207E2,-4.583549500E-1,5.876903534E-1,-2.281961918E0
3.153329278E2,-3.021903992E0,-2.640371323E-1,-1.955374241E0
3.153429351E2,-4.624039173E0,-5.386085510E-1,-9.508206844E-1
3.153529429E2,-4.721210003E0,-6.212558746E-1,-8.069610596E-1
3.153629509E2,-6.986554146E0,-8.098411560E-2,2.541275024E0
3.153729588E2,-7.898734093E0,3.723163605E-1,4.053577423E0
3.153829669E2,-8.808154106E0,9.520635605E-1,5.437631607E0
3.153929757E2,-9.412888527E0,1.589290142E0,6.634942055E0
3.154029845E2,-9.984048843E0,2.532383919E0,7.146015167E0
3.154129929E2,-1.034786415E1,3.001113415E0,6.306971550E0
3.154230012E2,-1.030710506E1,3.523881435E0,4.937921524E0
3.154330100E2,-9.811319351E0,3.709825993E0,4.084481239E0
3.154430191E2,-9.103458405E0,3.586218834E0,3.005566597E0
3.154530280E2,-7.964656830E0,3.086873531E0,1.252864242E0
3.154630372E2,-6.177184582E0,2.439119816E0,-8.038644791E-1
3.154730469E2,-3.654724121E0,1.687235355E0,-2.324824810E0
3.154830567E2,-1.470994949E-2,6.407094002E-1,-3.888425112E0
3.154930664E2,4.935583591E0,-1.579281807E0,-4.914479256E0
3.155030765E2,9.371774673E0,-4.325886726E0,-3.963816166E0
3.155130874E2,1.224779701E1,-7.566778183E0,-1.681081533E0
3.155230988E2,1.260484314E1,-8.987864494E0,-1.870723724E0
3.155331101E2,9.485406876E0,-8.000266075E0,-3.363771677E0
3.155431217E2,4.865946293E0,-5.121748924E0,-3.949953556E0
3.155531340E2,2.227970600E0,-3.143886566E0,-3.263493061E0
3.155631463E2,1.909260750E-1,-1.489136696E0,-1.216599703E0
3.155731581E2,-9.679222107E-1,-4.117527008E-1,1.018864274E0
3.155831702E2,-1.063169003E0,-5.086679459E-1,2.375491858E0
3.155931830E2,-3.509321213E-1,-2.850291252E0,3.044208050E0
3.156031961E2,4.997048378E-1,-6.382304192E0,4.213278770E0
3.156132091E2,-3.690996170E-1,-1.346583366E1,4.780499458E0
3.156232223E2,1.638355255E-1,-1.868256378E1,2.144716740E0
3.156332362E2,-8.291406631E-1,-9.939777374E0,-1.399524212E0
3.156432501E2,-6.457115650E0,-1.394020081E0,-9.440910816E-1
3.156532635E2,-9.160516739E0,5.839953899E0,-3.424551249E0
3.156632769E2,-1.235493851E1,9.192106247E0,-4.937291622E0
3.156732911E2,-1.558514786E1,6.683622837E0,-3.552346468E0
3.156833052E2,-1.677714539E1,4.019293785E0,-3.800103903E0
3.156933187E2,-1.641561508E1,-6.183338165E-2,1.708248377E0
3.157033323E2,-1.449496555E1,-2.848092079E0,7.696781158E0
3.157133462E2,-1.283670425E1,-2.488492966E0,9.770298958E0
3.157233600E2,-1.069425583E1,-3.500624657E0,8.433554649E0
3.157333733E2,-8.757069588E0,-4.946695328E0,7.719367981E0
3.157433865E2,-7.309385300E0,-6.176119804E0,7.359352112E0
3.157534003E2,-6.232273579E0,-6.037016869E0,7.502785683E0
3.157634138E2,-5.250125885E0,-5.250526428E0,5.960022926E0
3.157734267E2,-4.407801151E0,-4.585933685E0,4.718908787E0
